Student_ID,Gender,Age,Attendance_Percentage,Study_Hours,Previous_Grades,Parent_Education,Risk_Intervention_Level,Predicted_Exam_Score,Primary_Risk_Drivers,Action_Plan
STU1815,Female,15,93.0919614859691,1.0,61.9750766112981,High School,Medium,81,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1461,Male,16,79.0865121533214,2.019117833273012,63.651370506394976,High School,Medium,81,Borderline attendance (75%-85%); Low study hours (<2.5 hrs/day),Counselor check-in to identify attendance obstacles. Attendance target set. | Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1195,Male,15,90.88137423015304,1.4799468737278478,59.635131153269306,High School,Medium,81,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1822,Male,15,95.09234886145924,2.4116177794099403,46.75799889929399,High School,High,82,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1629,Male,15,93.62078257915584,1.954760015816987,51.67801090997913,Bachelor's,High,82,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1021,Female,17,77.73064624151053,3.039207913204678,61.97810874164991,High School,Medium,82,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1159,Male,18,85.39601539126022,2.6785421079465648,52.17105131643835,High School,High,82,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1949,Female,16,77.46488285260287,2.332729946700085,66.94230195082449,High School,Medium,82,Borderline attendance (75%-85%); Low study hours (<2.5 hrs/day),Counselor check-in to identify attendance obstacles. Attendance target set. | Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1326,Female,16,92.47174526608764,2.028027108190241,55.33653582558019,Bachelor's,Medium,82,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1675,Male,17,90.64909868308796,3.594050938316991,47.1884333509398,Master's,High,82,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1944,Female,17,89.376771728816,2.6688473650727085,58.48286773340693,High School,Medium,82,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1831,Male,18,80.10332814094247,3.214148212537987,60.17027404229432,Bachelor's,Medium,83,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1206,Male,17,87.13975255424074,2.247684879891624,64.33905097596553,High School,Medium,83,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1289,Male,15,90.3011342640066,2.626145960594216,57.48225363530506,High School,Medium,83,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1776,Male,16,86.15797799033157,3.7409186509157695,46.09989699733043,Associate's,High,83,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1683,Male,17,92.63941211239656,1.4297610355034271,57.82996899609438,Bachelor's,Medium,83,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1138,Female,16,93.86695215298424,1.0,56.90376106480395,Associate's,Medium,83,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1698,Female,15,87.96049305473635,2.5545346424186746,56.030288857656,High School,Medium,83,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1562,Male,15,99.0387896206736,1.55898203835526,47.409530756113895,Bachelor's,High,83,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1535,Female,16,92.72054183457446,2.315395923056104,57.36856337008725,Associate's,Medium,83,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1470,Female,17,85.25761759669484,2.27996087919991,63.24474763558001,High School,Medium,83,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1574,Female,18,90.21317956488852,3.6449647402840113,44.84223851093827,High School,High,83,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1799,Female,15,87.44310516159081,2.6882268496107824,50.93574516815803,Associate's,High,83,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1592,Female,18,91.06176403213728,3.2495715934490264,51.18431597362171,Associate's,High,84,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1205,Female,16,96.21669221470748,2.5885300596756933,49.30291329780112,Associate's,High,84,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1062,Male,18,84.45134871838611,1.722208239401819,68.01498303990965,Associate's,Medium,84,Borderline attendance (75%-85%); Low study hours (<2.5 hrs/day),Counselor check-in to identify attendance obstacles. Attendance target set. | Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1084,Male,18,84.15664177682034,2.597432268269933,52.44320201704565,High School,High,84,Borderline attendance (75%-85%); Weak academic foundation (Previous grade <60),Counselor check-in to identify attendance obstacles. Attendance target set. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1464,Female,17,81.28180677247255,1.6976350386832355,81.6871326760277,Associate's,Medium,84,Borderline attendance (75%-85%); Low study hours (<2.5 hrs/day),Counselor check-in to identify attendance obstacles. Attendance target set. | Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1131,Male,17,95.26575153034864,1.3212266715091725,59.67581294126066,High School,Medium,84,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1035,Female,15,83.4946488573807,4.033037069109636,66.01258651528899,High School,Medium,84,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1867,Male,15,90.92778729306954,3.32988421728986,40.0,High School,High,84,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1899,Male,16,93.90457235900368,2.648230361256836,47.8855193379424,Associate's,High,84,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1192,Female,16,90.39975965380005,1.0,62.669602512541736,Associate's,Medium,84,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1530,Female,16,92.35537054942624,2.280145743164666,61.55254772248938,Associate's,Medium,84,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1118,Male,18,90.47031252735472,2.918008018215632,53.85855424837277,High School,High,84,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1686,Female,18,89.69062833776428,2.5828354420747868,53.727425882513934,Bachelor's,High,84,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1957,Female,17,93.59381763966856,1.3641310120851051,64.15587535502331,High School,Medium,84,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1804,Female,16,92.29345348091704,2.32635290470613,62.11772859771627,High School,Medium,85,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1706,Female,15,81.7721708563827,2.962521827783787,62.74638039319647,High School,Medium,85,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1196,Male,18,97.93996836438478,2.9284794298341392,57.7375745524668,High School,Medium,85,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1561,Female,16,92.42565592588652,3.136423858078571,56.36907025255756,High School,Medium,85,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1803,Female,16,84.71958426864754,1.1119847846633877,74.62333783841646,High School,Medium,85,Borderline attendance (75%-85%); Low study hours (<2.5 hrs/day),Counselor check-in to identify attendance obstacles. Attendance target set. | Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1625,Female,15,90.57181613626857,1.7090108488903115,63.87463264943359,Associate's,Medium,85,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1385,Female,17,87.10971979992084,2.768761467789026,60.545408270106265,Associate's,Medium,85,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1479,Female,17,85.52038877602337,1.0,59.3194866196413,Bachelor's,Medium,85,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1521,Female,15,93.36491851677908,2.7259282774373483,40.0,Associate's,High,85,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1219,Female,17,78.7773911610018,2.911916759569525,66.67908392137741,Master's,Medium,85,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1693,Female,16,83.37173712237411,3.8018843093388224,60.90921581616968,High School,Medium,85,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1072,Male,15,91.09733598567789,1.3404799309253277,63.63259583436224,Associate's,Medium,85,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1022,Male,16,94.52108606100356,2.264262249814162,58.48663229065512,Bachelor's,Medium,85,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1086,Male,16,88.49465396264999,1.3241406085765757,49.09132379578638,Master's,High,85,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1515,Male,15,92.60638321097852,3.614548666149884,44.66924871781099,Master's,High,85,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1768,Female,16,81.86146760767397,1.061326281039797,80.17247515253426,High School,Medium,85,Borderline attendance (75%-85%); Low study hours (<2.5 hrs/day),Counselor check-in to identify attendance obstacles. Attendance target set. | Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1657,Male,16,95.4965431482998,2.1336746651293703,58.27024227566972,High School,Medium,85,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1612,Female,17,84.53948412251304,3.2420154217392043,54.55441739104473,High School,High,85,Borderline attendance (75%-85%); Weak academic foundation (Previous grade <60),Counselor check-in to identify attendance obstacles. Attendance target set. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1729,Male,17,92.61654825329616,3.277622983074532,60.262939485018606,High School,Medium,85,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1857,Male,17,89.12402724069926,2.513452581677182,60.21014252520864,High School,Medium,86,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1978,Male,16,89.55701081936854,2.487895594929079,60.67046932245096,Bachelor's,Medium,86,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1182,Male,16,95.73221522843956,2.931073962796093,44.47270098184174,Master's,High,86,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1176,Male,16,92.96781881925486,3.2519889386264644,52.17698180169856,High School,High,86,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1934,Female,17,91.47618390566288,2.744451314702474,55.986551026165,Bachelor's,Medium,86,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1354,Male,17,89.96259312962667,3.342074684971816,56.980756890423066,Bachelor's,Medium,86,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1040,Male,16,94.75970475834212,1.9307981989401333,62.98493287566392,Associate's,Medium,86,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1170,Female,16,97.74371728836944,2.6492684695588657,63.417017774188906,High School,Medium,86,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1863,Female,15,86.05286500205817,3.650959039570171,57.80621397234853,Associate's,Medium,86,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1730,Male,17,97.24607266787248,1.0,63.2443962559781,Bachelor's,Medium,86,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1666,Male,18,93.1829572026838,3.450932815201013,61.515973296928486,High School,Medium,86,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1330,Male,16,79.57161201176228,4.516224047093267,56.094012384051766,High School,Medium,86,Borderline attendance (75%-85%); Weak academic foundation (Previous grade <60),Counselor check-in to identify attendance obstacles. Attendance target set. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1536,Female,15,93.7590705542609,1.3896458624348926,62.37765387794302,Associate's,Medium,86,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1208,Female,16,90.714446803192,3.5767959748079114,63.60835873076992,High School,Medium,86,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1145,Male,16,89.96045252918543,3.888549237666301,47.84399241228383,High School,High,86,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1405,Male,17,93.66874528975396,3.2008266697828525,57.31719377429987,High School,Medium,86,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1816,Female,18,94.36975768577496,4.986503729198465,51.32927910297036,High School,High,86,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1824,Male,17,96.4289634084147,3.10398980522866,48.323820000181925,High School,High,86,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1199,Female,17,91.05858733443829,3.6627170145709913,62.62194644071268,High School,Medium,86,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1681,Female,16,82.15753058431193,3.698027876857268,53.86735159304561,Associate's,High,86,Borderline attendance (75%-85%); Weak academic foundation (Previous grade <60),Counselor check-in to identify attendance obstacles. Attendance target set. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1301,Male,15,94.10959798922234,3.0982333856634234,47.93308592496311,Bachelor's,High,87,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1669,Male,15,99.226713146102,2.8712106857330184,58.5455840779338,High School,Medium,87,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1353,Female,16,96.23188036063718,1.1933132794616244,62.47125291556774,Associate's,Medium,87,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1106,Male,15,91.25918058821505,3.3639267273113784,48.85582278164589,Bachelor's,High,87,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1577,Male,15,95.82785969603071,2.794007679646972,53.69258486042101,Associate's,High,87,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1129,Male,16,81.37893871843315,4.057087762861932,60.21272095826216,Associate's,Medium,87,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1136,Male,15,91.3480663271662,1.443589339036626,63.6004159675136,Bachelor's,Medium,87,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1722,Male,15,91.39203925745346,3.137936275840934,58.42313267837955,Associate's,Medium,87,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1671,Male,16,81.79095797485303,3.4264362533431783,73.29297761551281,High School,Medium,87,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1563,Male,17,84.50840808365186,3.627565972831492,67.4129730291375,High School,Medium,87,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1293,Female,16,97.69824322759548,2.093181775008607,62.2490906122703,Associate's,Medium,87,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1120,Female,15,90.33165266140264,1.870852688547532,64.83804974261145,Master's,Medium,87,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1265,Female,15,90.99891703944893,2.446526468464904,60.80564265847688,Associate's,Medium,87,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1317,Male,16,88.58587970139064,2.999999784805585,60.63085145927188,Bachelor's,Medium,87,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1435,Male,15,94.82809670933348,2.7008333021022515,51.41856054366365,High School,High,87,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1009,Female,15,95.02847829137852,3.0679083720230147,63.67750932645377,Associate's,Medium,87,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1678,Male,16,89.221224038119,4.179603662269493,50.81485562969152,High School,High,88,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1532,Female,17,93.14343350112556,4.3729522269155305,53.62391263250199,Associate's,High,88,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1661,Male,17,94.4422194867256,3.031788526231605,61.34573151027352,High School,Medium,88,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1396,Female,17,97.18835597145436,2.63647162852196,64.59506148947476,Associate's,Medium,88,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1269,Male,17,97.0006236233816,3.2241475794574,63.66262230317801,Associate's,Medium,88,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1985,Female,15,92.76789016159186,3.037208633849567,61.84185786667667,Associate's,Medium,88,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1603,Male,15,84.70149105436407,2.693712949306444,63.14932842423633,Bachelor's,Medium,88,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1351,Female,18,84.0736661476449,3.743654286012677,75.34694838098332,High School,Medium,88,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1178,Male,15,83.80887431661247,3.153369118608974,65.98236691969831,Master's,Medium,88,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1334,Male,18,89.48106116747982,1.951611507603824,58.23190180414405,Master's,Medium,88,Low study hours (<2.5 hrs/day); Weak academic foundation (Previous grade <60),Enroll in supervised study hall (2 hours/week). Provide study planning guide. | Provide remedial tutoring in core subjects. Assign peer study group.
STU1558,Male,16,98.56098789616551,2.680836896504566,56.99969360659141,Associate's,Medium,88,Weak academic foundation (Previous grade <60),Provide remedial tutoring in core subjects. Assign peer study group.
STU1477,Male,17,92.83429968024132,3.271042390216672,60.96447673874931,High School,Medium,88,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
STU1626,Male,17,84.71726369139466,4.140604195659163,63.91294346804351,High School,Medium,88,Borderline attendance (75%-85%),Counselor check-in to identify attendance obstacles. Attendance target set.
STU1989,Male,16,97.16139943349452,1.0,63.20519029809867,Associate's,Medium,88,Low study hours (<2.5 hrs/day),Enroll in supervised study hall (2 hours/week). Provide study planning guide.
STU1956,Male,18,87.91991175053076,3.5546448839861173,61.67344112941645,Bachelor's,Medium,88,None identified,Maintain current study routines. Continue participation in extra-curricular activities.
